parmoeda,frequencia,datetime,timestamp,GEP,vela1,vela2,vela3,operacao,ultima_vela,vela_abertura
EURUSD,124.67,2023-08-02 09:40:50.644155,09:40:50,ALTA,1.0,1.0,1.0,PUT,1.09618,1.096065
EURJPY,123.45,2023-08-02 09:40:50.644155,09:40:50,NEUTRO,0.0,0.0,0.0,CALL,156.866295,156.852575
EURGBP,123.99,2023-08-02 09:40:50.644155,09:40:50,ALTA,5.0,0.0,5.0,PUT,0.86116,0.86137
EURUSD,124.67,2023-08-02 09:42:50.696060,09:42:50,ALTA,5.0,0.0,0.0,PUT,1.096125,1.096335
EURGBP,123.99,2023-08-02 09:42:50.696060,09:42:50,ALTA,0.0,4.0,5.0,PUT,0.861415,0.861345
EURUSD,124.67,2023-08-02 09:43:51.085917,09:43:50,ALTA,0.0,1.0,1.0,CALL,1.0963,1.09616
EURJPY,123.45,2023-08-02 09:43:51.085917,09:43:50,ALTA,1.0,5.0,5.0,CALL,156.828205,156.894685
EURUSD,124.67,2023-08-02 11:23:49.778977,11:23:50,ALTA,0.0,2.0,0.0,CALL,1.093105,1.09339
EURJPY,123.45,2023-08-02 11:23:49.778977,11:23:50,ALTA,4.0,0.0,0.0,CALL,156.780235,156.787785
EURGBP,123.99,2023-08-02 11:23:49.778977,11:23:50,ALTA,4.0,0.0,0.0,CALL,0.861315,0.86143
EURUSD,124.67,2023-08-02 11:23:50.768456,11:23:50,ALTA,0.0,2.0,0.0,CALL,1.093105,1.09337
EURJPY,123.45,2023-08-02 11:23:50.768456,11:23:50,ALTA,0.0,0.0,2.0,PUT,156.785195,156.783255
EURGBP,123.99,2023-08-02 11:23:50.768456,11:23:50,NEUTRO,0.0,0.0,0.0,CALL,0.861325,0.861415
EURJPY,123.45,2023-08-02 11:25:50.449637,11:25:50,NEUTRO,0.0,2.0,1.0,CALL,156.675715,156.782975
EURUSD,124.67,2023-08-02 11:26:50.210797,11:26:50,NEUTRO,0.0,1.0,0.0,CALL,1.092205,1.092555
EURJPY,123.45,2023-08-02 11:26:50.210797,11:26:50,NEUTRO,0.0,0.0,0.0,CALL,156.661555,156.681685
EURGBP,123.99,2023-08-02 11:26:50.210797,11:26:50,ALTA,0.0,1.0,0.0,PUT,0.86097,0.86098
EURJPY,123.45,2023-08-02 11:27:49.957093,11:27:50,ALTA,0.0,1.0,1.0,CALL,156.640245,156.659795
EURGBP,123.99,2023-08-02 11:27:49.957093,11:27:50,ALTA,4.0,1.0,5.0,CALL,0.86076,0.86093
EURUSD,124.67,2023-08-02 11:28:49.765657,11:28:50,NEUTRO,0.0,0.0,0.0,CALL,1.091925,1.091995
EURJPY,123.45,2023-08-02 11:28:49.765657,11:28:50,NEUTRO,1.0,2.0,0.0,CALL,156.650195,156.646945
EURGBP,123.99,2023-08-02 11:28:49.765657,11:28:50,NEUTRO,0.0,2.0,0.0,PUT,0.860725,0.86081
EURUSD,124.67,2023-08-02 11:29:50.518959,11:29:50,NEUTRO,0.0,0.0,1.0,PUT,1.09218,1.091935
EURJPY,123.45,2023-08-02 11:29:50.518959,11:29:50,NEUTRO,0.0,1.0,5.0,CALL,156.675465,156.649575
EURGBP,123.99,2023-08-02 11:29:50.518959,11:29:50,ALTA,1.0,1.0,5.0,CALL,0.860745,0.86073
EURUSD,124.67,2023-08-02 11:30:50.299589,11:30:50,NEUTRO,5.0,0.0,1.0,PUT,1.09222,1.092005
EURJPY,123.45,2023-08-02 11:30:50.299589,11:30:50,NEUTRO,5.0,0.0,5.0,CALL,156.666765,156.658065
EURGBP,123.99,2023-08-02 11:30:50.299589,11:30:50,NEUTRO,0.0,5.0,4.0,PUT,0.86058,0.86068
EURUSD,124.67,2023-08-02 11:30:51.272164,11:30:50,NEUTRO,0.0,1.0,5.0,CALL,1.09222,1.092005
EURJPY,123.45,2023-08-02 11:30:51.272164,11:30:50,NEUTRO,0.0,5.0,5.0,CALL,156.666765,156.658065
EURGBP,123.99,2023-08-02 11:30:51.272164,11:30:50,NEUTRO,0.0,5.0,0.0,CALL,0.86058,0.86068
EURUSD,124.67,2023-08-02 11:31:50.061347,11:31:50,NEUTRO,0.0,0.0,1.0,PUT,1.092415,1.092295
EURGBP,123.99,2023-08-02 11:31:50.061347,11:31:50,NEUTRO,0.0,2.0,5.0,PUT,0.86063,0.86059
EURUSD,124.67,2023-08-02 11:32:49.819638,11:32:50,NEUTRO,1.0,1.0,1.0,CALL,1.09273,1.092305
EURJPY,123.45,2023-08-02 11:32:49.819638,11:32:50,NEUTRO,0.0,0.0,0.0,CALL,156.607825,156.607725
EURUSD,124.67,2023-08-02 11:33:50.494417,11:33:50,ALTA,5.0,5.0,5.0,PUT,1.09269,1.092735
EURJPY,123.45,2023-08-02 11:33:50.494417,11:33:50,ALTA,1.0,5.0,5.0,CALL,156.661355,156.608555
EURGBP,123.99,2023-08-02 11:33:50.494417,11:33:50,NEUTRO,0.0,0.0,0.0,CALL,0.86046,0.86049
EURJPY,123.45,2023-08-02 11:34:50.361787,11:34:50,ALTA,0.0,5.0,1.0,CALL,156.639985,156.665495
EURUSD,124.67,2023-08-02 11:35:50.021898,11:35:50,NEUTRO,0.0,0.0,0.0,CALL,1.092785,1.092625
EURJPY,123.45,2023-08-02 11:35:50.021898,11:35:50,ALTA,0.0,0.0,0.0,PUT,156.685855,156.641985
EURGBP,123.99,2023-08-02 11:35:50.021898,11:35:50,NEUTRO,0.0,0.0,1.0,PUT,0.860515,0.860405
EURUSD,124.67,2023-08-02 11:36:49.998454,11:36:50,ALTA,0.0,4.0,0.0,CALL,1.092735,1.092725
EURGBP,123.99,2023-08-02 11:36:49.998454,11:36:50,ALTA,0.0,1.0,5.0,PUT,0.8607,0.860395
EURUSD,124.67,2023-08-02 11:37:50.773384,11:37:50,ALTA,1.0,0.0,5.0,CALL,1.09288,1.092745
EURJPY,123.45,2023-08-02 11:37:50.773384,11:37:50,NEUTRO,5.0,5.0,5.0,CALL,156.733765,156.703485
EURGBP,123.99,2023-08-02 11:37:50.773384,11:37:50,NEUTRO,2.0,4.0,5.0,CALL,0.860985,0.8607
EURUSD,124.67,2023-08-02 11:38:50.433667,11:38:50,ALTA,1.0,4.0,1.0,CALL,1.092775,1.09298
EURJPY,123.45,2023-08-02 11:38:50.433667,11:38:50,ALTA,0.0,5.0,5.0,PUT,156.734255,156.745385
EURGBP,123.99,2023-08-02 11:38:50.433667,11:38:50,NEUTRO,0.0,5.0,0.0,CALL,0.86113,0.86102
EURUSD,124.67,2023-08-02 11:39:50.208525,11:39:50,NEUTRO,0.0,0.0,0.0,CALL,1.09273,1.09273
EURJPY,123.45,2023-08-02 11:39:50.208525,11:39:50,ALTA,0.0,0.0,0.0,PUT,156.751245,156.733465
EURGBP,123.99,2023-08-02 11:39:50.208525,11:39:50,ALTA,1.0,0.0,5.0,CALL,0.86106,0.861075
EURUSD,124.67,2023-08-02 21:05:49.768902,1691021149.768902,NEUTRO,2.0,0.0,5.0,CALL,1.09439,1.0942
EURJPY,123.45,2023-08-02 21:05:49.768902,1691021149.768902,ALTA,1.0,1.0,1.0,PUT,156.9245,156.899
EURUSD,124.67,2023-08-02 21:06:50.050587,1691021210.050587,ALTA,5.0,2.0,4.0,PUT,1.09438,1.094385
EURUSD,124.67,2023-08-02 21:12:49.980110,1691021569.98011,ALTA,1.0,0.0,5.0,CALL,1.094225,1.094285
EURJPY,123.45,2023-08-02 21:12:49.980110,1691021569.98011,NEUTRO,1.0,2.0,5.0,CALL,156.8205,156.83
EURGBP,123.99,2023-08-02 21:12:49.980110,1691021569.98011,NEUTRO,0.0,5.0,2.0,CALL,0.86043,0.860475
EURUSD,124.67,2023-08-02 21:13:50.160877,1691021630.160877,NEUTRO,0.0,0.0,4.0,PUT,1.09421,1.09422
EURJPY,123.45,2023-08-02 21:13:50.160877,1691021630.160877,NEUTRO,0.0,0.0,1.0,PUT,156.7985,156.821
EURUSD,124.67,2023-08-02 21:14:50.328212,1691021690.328212,NEUTRO,2.0,4.0,0.0,PUT,1.09401,1.09425
EURUSD,124.67,2023-08-02 21:15:49.545382,1691021749.545382,NEUTRO,0.0,0.0,2.0,CALL,1.093815,1.094065
EURJPY,123.45,2023-08-02 21:15:49.545382,1691021749.545382,ALTA,0.0,0.0,0.0,PUT,156.7385,156.7575
EURGBP,123.99,2023-08-02 21:15:49.545382,1691021749.545382,ALTA,0.0,0.0,5.0,PUT,0.860395,0.860385
EURJPY,123.45,2023-08-02 21:16:49.792013,1691021809.792013,NEUTRO,0.0,4.0,0.0,PUT,156.716,156.7455
EURUSD,124.67,2023-08-02 21:17:50.061966,1691021870.061966,ALTA,2.0,1.0,4.0,CALL,1.094045,1.09389
EURJPY,123.45,2023-08-02 21:17:50.061966,1691021870.061966,ALTA,2.0,0.0,1.0,CALL,156.726,156.7165
EURJPY,123.45,2023-08-02 21:18:50.221725,1691021930.221725,NEUTRO,5.0,0.0,4.0,PUT,156.7115,156.725
EURUSD,124.67,2023-08-02 21:19:50.444623,1691021990.444623,NEUTRO,1.0,1.0,0.0,PUT,1.094055,1.09403
EURJPY,123.45,2023-08-02 21:19:50.444623,1691021990.444623,ALTA,4.0,1.0,0.0,CALL,156.7045,156.714
EURUSD,124.67,2023-08-02 21:20:49.604993,1691022049.604993,NEUTRO,2.0,0.0,5.0,CALL,1.094145,1.093945
EURJPY,123.45,2023-08-02 21:20:49.604993,1691022049.604993,ALTA,0.0,1.0,0.0,PUT,156.7145,156.7175
EURJPY,123.45,2023-08-02 21:21:49.933972,1691022109.933972,NEUTRO,1.0,5.0,0.0,PUT,156.6905,156.721
EURGBP,123.99,2023-08-02 21:21:49.933972,1691022109.933972,NEUTRO,2.0,1.0,2.0,CALL,0.86048,0.860455
EURJPY,123.45,2023-08-02 21:21:50.938572,1691022110.938572,NEUTRO,5.0,0.0,5.0,CALL,156.6925,156.715
EURUSD,124.67,2023-08-02 21:22:50.217465,1691022170.217465,NEUTRO,5.0,4.0,2.0,CALL,1.09392,1.094
EURJPY,123.45,2023-08-02 21:22:50.217465,1691022170.217465,ALTA,0.0,0.0,0.0,PUT,156.6985,156.6915
EURJPY,123.45,2023-08-02 21:24:49.830142,1691022289.830142,ALTA,0.0,1.0,5.0,PUT,156.767,156.7345
EURJPY,123.45,2023-08-02 21:25:50.155823,1691022350.155823,NEUTRO,5.0,1.0,0.0,CALL,156.775,156.7665
EURUSD,124.67,2023-08-02 21:27:49.549947,1691022469.549947,NEUTRO,0.0,4.0,5.0,CALL,1.094035,1.093905
EURJPY,123.45,2023-08-02 21:27:49.549947,1691022469.549947,NEUTRO,0.0,5.0,5.0,CALL,156.782,156.782
EURJPY,123.45,2023-08-02 22:41:49.890118,1691026909.890118,ALTA,0.0,0.0,1.0,CALL,156.794,156.7835
EURUSD,124.67,2023-08-02 22:42:50.283898,1691026970.283898,NEUTRO,0.0,5.0,0.0,CALL,1.094595,1.094635
EURJPY,123.45,2023-08-02 22:42:50.283898,1691026970.283898,NEUTRO,2.0,4.0,0.0,PUT,156.7895,156.7945
EURGBP,123.99,2023-08-02 22:42:50.283898,1691026970.283898,NEUTRO,0.0,5.0,5.0,CALL,0.860335,0.860335
EURJPY,123.45,2023-08-02 22:43:49.801179,1691027029.801179,NEUTRO,0.0,0.0,0.0,CALL,156.7485,156.7935
EURUSD,124.67,2023-08-02 22:44:50.298742,1691027090.298742,NEUTRO,0.0,0.0,1.0,PUT,1.094905,1.094625
EURJPY,123.45,2023-08-02 22:44:50.298742,1691027090.298742,NEUTRO,2.0,2.0,2.0,PUT,156.763,156.7485
EURGBP,123.99,2023-08-02 22:44:50.298742,1691027090.298742,NEUTRO,0.0,1.0,5.0,CALL,0.860305,0.860335
EURUSD,124.67,2023-08-02 22:45:49.681844,1691027149.681844,ALTA,1.0,0.0,5.0,CALL,1.094785,1.0949
EURJPY,123.45,2023-08-02 22:45:49.681844,1691027149.681844,NEUTRO,0.0,0.0,5.0,CALL,156.7565,156.754
EURUSD,124.67,2023-08-02 22:46:50.161275,1691027210.161275,ALTA,0.0,1.0,1.0,CALL,1.094855,1.09478
EURJPY,123.45,2023-08-02 22:46:50.161275,1691027210.161275,NEUTRO,0.0,2.0,0.0,PUT,156.7895,156.756
EURUSD,124.67,2023-08-02 22:48:50.088919,1691027330.088919,ALTA,5.0,0.0,1.0,CALL,1.094755,1.094845
EURJPY,123.45,2023-08-02 22:48:50.088919,1691027330.088919,NEUTRO,4.0,1.0,1.0,CALL,156.8175,156.8155
EURGBP,123.99,2023-08-02 22:48:50.088919,1691027330.088919,NEUTRO,5.0,0.0,4.0,PUT,0.86022,0.86024
EURUSD,124.67,2023-08-02 22:49:50.574717,1691027390.574717,NEUTRO,5.0,2.0,0.0,PUT,1.0947,1.094765
EURJPY,123.45,2023-08-02 22:49:50.574717,1691027390.574717,NEUTRO,0.0,4.0,2.0,CALL,156.8105,156.803
EURGBP,123.99,2023-08-02 22:49:50.574717,1691027390.574717,NEUTRO,1.0,2.0,0.0,CALL,0.86025,0.86021
EURUSD,124.67,2023-08-02 22:50:49.983305,1691027449.983305,ALTA,0.0,0.0,0.0,PUT,1.094635,1.094685
EURUSD,124.67,2023-08-02 22:51:50.468210,1691027510.46821,NEUTRO,4.0,4.0,1.0,PUT,1.09453,1.094625
EURJPY,123.45,2023-08-02 22:51:50.468210,1691027510.46821,NEUTRO,1.0,5.0,5.0,PUT,156.8215,156.832
EURUSD,124.67,2023-08-02 22:52:49.979657,1691027569.979657,NEUTRO,2.0,1.0,0.0,CALL,1.094545,1.09457
EURJPY,123.45,2023-08-02 22:52:49.979657,1691027569.979657,NEUTRO,2.0,5.0,0.0,CALL,156.815,156.8235
EURUSD,124.67,2023-08-02 22:52:50.984784,1691027570.984784,NEUTRO,1.0,0.0,0.0,PUT,1.09453,1.094545
EURJPY,123.45,2023-08-02 22:52:50.984784,1691027570.984784,ALTA,5.0,0.0,0.0,PUT,156.811,156.8205
EURUSD,124.67,2023-08-02 22:53:50.614481,1691027630.614481,NEUTRO,5.0,2.0,4.0,CALL,1.094455,1.09454
EURUSD,124.67,2023-08-02 22:54:49.941576,1691027689.941576,NEUTRO,5.0,0.0,0.0,CALL,1.0944,1.094465
EURJPY,123.45,2023-08-02 22:54:49.941576,1691027689.941576,ALTA,1.0,0.0,0.0,CALL,156.784,156.794
EURUSD,124.67,2023-08-02 22:55:50.497906,1691027750.497906,NEUTRO,2.0,4.0,0.0,PUT,1.094355,1.094405
EURJPY,123.45,2023-08-02 22:55:50.497906,1691027750.497906,ALTA,2.0,4.0,0.0,CALL,156.786,156.7845
EURGBP,123.99,2023-08-02 22:55:50.497906,1691027750.497906,NEUTRO,1.0,4.0,5.0,PUT,0.86025,0.860245
EURUSD,124.67,2023-08-02 22:56:49.983491,1691027809.983491,NEUTRO,0.0,1.0,0.0,CALL,1.094375,1.09445
EURUSD,124.67,2023-08-02 22:57:49.761985,1691027869.761985,NEUTRO,0.0,5.0,5.0,CALL,1.09442,1.09436
EURJPY,123.45,2023-08-02 22:57:49.761985,1691027869.761985,NEUTRO,1.0,0.0,5.0,PUT,156.8065,156.788
EURGBP,123.99,2023-08-02 22:57:49.761985,1691027869.761985,NEUTRO,4.0,2.0,0.0,CALL,0.860195,0.86025
EURUSD,124.67,2023-08-02 23:35:51.114285,1691030151.114285,ALTA,1.0,1.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-02 23:35:51.114285,1691030151.114285,ALTA,0.0,1.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-02 23:35:52.103038,1691030152.103038,ALTA,1.0,1.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-02 23:36:50.757317,1691030210.757317,NEUTRO,0.0,0.0,2.0,CALL,nada,
EURUSD,124.67,2023-08-02 23:37:50.462296,1691030270.462296,NEUTRO,5.0,2.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:37:50.462296,1691030270.462296,NEUTRO,4.0,0.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-02 23:38:51.074561,1691030331.074561,ALTA,4.0,1.0,2.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:38:51.074561,1691030331.074561,NEUTRO,2.0,1.0,4.0,PUT,nada,
EURUSD,124.67,2023-08-02 23:39:50.501240,1691030390.50124,ALTA,5.0,2.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:39:50.501240,1691030390.50124,NEUTRO,0.0,5.0,2.0,CALL,nada,
EURGBP,123.99,2023-08-02 23:39:50.501240,1691030390.50124,NEUTRO,2.0,5.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-02 23:40:51.152605,1691030451.152605,NEUTRO,5.0,2.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-02 23:41:50.791568,1691030510.791568,NEUTRO,5.0,0.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:41:50.791568,1691030510.791568,NEUTRO,4.0,1.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-02 23:41:50.791568,1691030510.791568,NEUTRO,5.0,0.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-02 23:42:50.376704,1691030570.376704,NEUTRO,0.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:42:50.376704,1691030570.376704,ALTA,0.0,0.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-02 23:43:50.979424,1691030630.979424,ALTA,4.0,5.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:43:50.979424,1691030630.979424,NEUTRO,5.0,5.0,2.0,CALL,nada,
EURJPY,123.45,2023-08-02 23:44:50.658107,1691030690.658107,NEUTRO,1.0,0.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-02 23:46:50.904043,1691030810.904043,ALTA,0.0,2.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-02 23:47:50.467136,1691030870.467136,NEUTRO,0.0,4.0,4.0,PUT,nada,
EURGBP,123.99,2023-08-02 23:47:50.467136,1691030870.467136,NEUTRO,5.0,5.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 00:00:50.445447,1691031650.445447,NEUTRO,0.0,0.0,4.0,PUT,nada,
EURJPY,123.45,2023-08-03 00:00:50.445447,1691031650.445447,NEUTRO,0.0,0.0,4.0,PUT,nada,
EURGBP,123.99,2023-08-03 00:00:50.445447,1691031650.445447,NEUTRO,2.0,4.0,2.0,CALL,nada,
EURUSD,124.67,2023-08-03 06:25:49.982232,1691054749.982232,NEUTRO,0.0,0.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:25:49.982232,1691054749.982232,ALTA,0.0,1.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 06:25:49.982232,1691054749.982232,ALTA,0.0,4.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 06:26:50.464895,1691054810.464895,NEUTRO,1.0,1.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:26:50.464895,1691054810.464895,NEUTRO,1.0,1.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 06:26:50.464895,1691054810.464895,NEUTRO,5.0,0.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 06:27:50.715251,1691054870.715251,NEUTRO,2.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 06:27:50.715251,1691054870.715251,NEUTRO,0.0,1.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 06:27:50.715251,1691054870.715251,ALTA,0.0,5.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 06:28:49.983280,1691054929.98328,NEUTRO,0.0,5.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:28:49.983280,1691054929.98328,NEUTRO,0.0,1.0,2.0,CALL,nada,
EURGBP,123.99,2023-08-03 06:28:49.983280,1691054929.98328,NEUTRO,1.0,5.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 06:29:50.243802,1691054990.243802,NEUTRO,0.0,1.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:29:50.243802,1691054990.243802,ALTA,0.0,0.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:30:50.489706,1691055050.489706,NEUTRO,5.0,0.0,2.0,CALL,nada,
EURUSD,124.67,2023-08-03 06:31:50.754050,1691055110.75405,NEUTRO,0.0,2.0,4.0,CALL,nada,
EURJPY,123.45,2023-08-03 06:31:50.754050,1691055110.75405,ALTA,0.0,5.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 06:32:50.172876,1691055170.172876,ALTA,0.0,0.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:32:50.172876,1691055170.172876,ALTA,0.0,0.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 06:32:50.172876,1691055170.172876,NEUTRO,5.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 06:33:50.519161,1691055230.519161,NEUTRO,0.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 06:33:50.519161,1691055230.519161,ALTA,1.0,1.0,2.0,CALL,nada,
EURUSD,124.67,2023-08-03 06:34:49.867435,1691055289.867435,NEUTRO,5.0,2.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:34:49.867435,1691055289.867435,ALTA,2.0,1.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 06:35:50.200955,1691055350.200955,ALTA,2.0,1.0,4.0,CALL,nada,
EURJPY,123.45,2023-08-03 06:35:50.200955,1691055350.200955,ALTA,1.0,1.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 06:35:50.200955,1691055350.200955,NEUTRO,0.0,2.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:36:50.556589,1691055410.556589,ALTA,0.0,1.0,2.0,PUT,nada,
EURJPY,123.45,2023-08-03 06:37:50.827487,1691055470.827487,ALTA,1.0,0.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 06:38:50.248796,1691055530.248796,ALTA,1.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 06:38:50.248796,1691055530.248796,NEUTRO,1.0,0.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 06:38:50.248796,1691055530.248796,NEUTRO,1.0,1.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:00:49.880852,1691056849.880852,ALTA,0.0,1.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:00:49.880852,1691056849.880852,NEUTRO,1.0,1.0,5.0,PUT,nada,
EURGBP,123.99,2023-08-03 07:00:49.880852,1691056849.880852,ALTA,5.0,5.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:01:50.334149,1691056910.334149,NEUTRO,0.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:01:50.334149,1691056910.334149,ALTA,1.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 07:02:50.574312,1691056970.574312,NEUTRO,0.0,0.0,4.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:02:50.574312,1691056970.574312,ALTA,0.0,0.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:02:50.574312,1691056970.574312,ALTA,5.0,5.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:03:49.898589,1691057029.898589,NEUTRO,2.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:03:49.898589,1691057029.898589,NEUTRO,0.0,2.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:04:50.270757,1691057090.270757,ALTA,0.0,1.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:04:50.270757,1691057090.270757,NEUTRO,1.0,1.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:05:50.638950,1691057150.63895,NEUTRO,0.0,2.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:05:50.638950,1691057150.63895,ALTA,2.0,1.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 07:05:50.638950,1691057150.63895,ALTA,0.0,5.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:06:49.948132,1691057209.948132,NEUTRO,1.0,1.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:06:49.948132,1691057209.948132,ALTA,1.0,0.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:06:49.948132,1691057209.948132,NEUTRO,1.0,0.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:07:50.343265,1691057270.343265,ALTA,0.0,0.0,4.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:07:50.343265,1691057270.343265,NEUTRO,2.0,0.0,1.0,PUT,nada,
EURGBP,123.99,2023-08-03 07:07:50.343265,1691057270.343265,NEUTRO,2.0,5.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 07:08:50.743317,1691057330.743317,NEUTRO,0.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:08:50.743317,1691057330.743317,ALTA,1.0,1.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:08:50.743317,1691057330.743317,NEUTRO,1.0,1.0,2.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:14:49.683215,1691057689.683215,ALTA,2.0,1.0,2.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:14:49.683215,1691057689.683215,NEUTRO,2.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:15:50.110885,1691057750.110885,NEUTRO,0.0,1.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:16:49.395265,1691057809.395265,NEUTRO,5.0,1.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:16:49.395265,1691057809.395265,NEUTRO,1.0,5.0,2.0,PUT,nada,
EURGBP,123.99,2023-08-03 07:16:49.395265,1691057809.395265,ALTA,0.0,4.0,2.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:16:50.431412,1691057810.431412,ALTA,1.0,5.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:16:50.431412,1691057810.431412,ALTA,5.0,2.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:16:50.431412,1691057810.431412,NEUTRO,4.0,2.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:17:49.707111,1691057869.707111,ALTA,1.0,0.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:17:49.707111,1691057869.707111,NEUTRO,0.0,4.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-03 07:18:50.086858,1691057930.086858,ALTA,1.0,4.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:18:50.086858,1691057930.086858,NEUTRO,1.0,0.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-03 07:19:49.385497,1691057989.385497,ALTA,0.0,1.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:19:49.385497,1691057989.385497,NEUTRO,0.0,4.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:19:49.385497,1691057989.385497,ALTA,4.0,1.0,4.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:20:49.614726,1691058049.614726,NEUTRO,5.0,1.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:20:49.614726,1691058049.614726,ALTA,5.0,1.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:21:49.906483,1691058109.906483,NEUTRO,4.0,1.0,4.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:21:49.906483,1691058109.906483,ALTA,1.0,4.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:21:49.906483,1691058109.906483,NEUTRO,4.0,1.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:22:50.104088,1691058170.104088,ALTA,0.0,2.0,4.0,PUT,nada,
EURUSD,124.67,2023-08-03 07:23:49.475863,1691058229.475863,NEUTRO,1.0,1.0,2.0,PUT,nada,
